call_id,is_repeat_call,parent_call_id,call_date,call_type,call_subreason,scenario,experiment_condition,customer_id,account_id,rep_id,rep_name,site,queue_name,department,agent_tenure_months,agent_strain_tier,agent_qa_score,agent_aht_secs_base,friction_tier,aht_secs,rep_gaming_propensity,rep_compliance_risk,rep_policy_skill,rep_burnout_level,rep_calls_handled,rep_dar_running_mean,rep_dov_running_mean,rep_trust_accumulated,imei_mismatch_flag,nrf_generated_flag,promo_override_post_call,line_added_no_usage_flag,line_added_same_day_store,rep_aware_gaming,true_resolution,resolution_flag,repeat_contact_30d,repeat_contact_31_60d,escalation_flag,credit_applied,credit_amount,credit_type,credit_authorized,customer_tenure_months,customer_monthly_charges,customer_lines,customer_churn_risk,customer_churn_risk_effective,customer_trust_baseline,customer_patience,customer_is_churned
CALL-0007272,1,CALL-0007271,2025-07-19,Promotion Inquiry,Loyalty upgrade not offered,loyalty_offer_missed,goodhart_burnout_bleed,C0000695,A0000695,REP00166,Elijah Rodriguez,NovaWireless,General Support,Call Center,27,medium,0.5968,524.74,normal,590,0.0,0.0,0.4366,0.5043,27,1.0,0.0,0.0,False,False,False,False,False,False,False,True,False,True,False,True,12.5,bandaid,True,57,65.46,2,0.344865,0.620757,72.329633,0.674052,0
CALL-0007273,1,CALL-0007271,2025-07-20,Promotion Inquiry,Loyalty upgrade not offered,loyalty_offer_missed,goodhart_burnout_bleed,C0000695,A0000695,REP00201,Alexa Murphy,NovaWireless,General Support,Call Center,38,medium,0.6597,533.08,normal,522,0.0,0.0,0.5686,0.5238,30,1.0,0.0,0.0,False,False,False,False,False,False,False,True,True,True,True,True,18.21,bandaid,True,57,65.46,2,0.344865,0.620757,72.189633,0.674052,0
CALL-0007274,0,,2025-07-05,Billing Dispute,,clean,goodhart_burnout_bleed,C0009775,A0009775,REP00197,Jason Taylor,NovaWireless,General Support,Call Center,32,medium,0.6313,527.34,low,492,0.0,0.0,0.5105,0.4822,30,1.0,0.0,0.0,False,False,False,False,False,False,True,True,False,False,False,True,14.0,courtesy,True,36,59.95,3,0.201126,0.201126,85.274914,0.858474,0
CALL-0007275,0,,2025-07-05,Promotion Inquiry,,clean,goodhart_burnout_bleed,C0005155,A0005155,REP00127,John Carter,NovaWireless,General Support,Call Center,26,low,0.6709,518.24,low,472,0.0,0.0,0.5964,0.4366,36,1.0,0.0,0.0,False,False,False,False,False,False,True,True,False,True,False,True,10.0,courtesy,True,7,66.27,2,0.178413,0.178413,70.977632,0.720072,1
CALL-0007276,1,CALL-0007275,2025-07-11,Network Coverage,,clean,goodhart_burnout_bleed,C0005155,A0005155,REP00153,Olivia Powell,NovaWireless,General Support,Call Center,21,low,0.5517,523.18,high,516,0.0,0.0,0.3399,0.3083,24,1.0,0.0,0.0,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,7,66.27,2,0.178413,0.178413,70.977632,0.720072,1
CALL-0007277,0,,2025-07-24,Network Coverage,,clean,goodhart_burnout_bleed,C0007518,A0007518,REP00042,Alexander Stewart,NovaWireless,General Support,Call Center,43,medium,0.5628,489.12,low,515,0.0,0.0,0.3805,0.5819,38,1.0,0.0,0.0,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,24,70.44,4,0.240113,0.240113,62.675837,0.62721,0
CALL-0007278,0,,2025-07-21,Billing Dispute,,clean,goodhart_burnout_bleed,C0006418,A0006418,REP00153,Olivia Powell,NovaWireless,General Support,Call Center,21,low,0.5517,523.18,low,518,0.0,0.0,0.3412,0.3078,25,1.0,0.0,0.0,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,8,33.24,1,0.29545,0.29545,68.684856,0.297589,0
CALL-0007279,0,,2025-07-24,Account Inquiry,Add a line,line_add_legitimate,goodhart_burnout_bleed,C0006609,A0006609,REP00175,Hailey Gonzalez,NovaWireless,General Support,Call Center,25,medium,0.6641,569.11,normal,851,0.0,0.0,0.5776,0.5177,30,1.0,0.0,0.0,False,False,False,False,False,False,True,True,False,True,False,False,0.0,none,True,0,79.21,0,0.251715,0.213958,61.818957,0.661389,0
CALL-0007280,1,CALL-0007279,2025-07-06,Account Inquiry,Add a line,line_add_legitimate,goodhart_burnout_bleed,C0006609,A0006609,REP00044,Jeremiah Wilson,NovaWireless,General Support,Call Center,29,low,0.7055,505.83,normal,566,0.0,0.0,0.6629,0.3638,31,1.0,0.0,0.0,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,0,79.21,0,0.251715,0.213958,61.818957,0.661389,0
CALL-0007281,0,,2025-07-13,Promotion Inquiry,Loyalty upgrade not offered,loyalty_offer_missed,goodhart_burnout_bleed,C0001060,A0001060,REP00130,Casey Morgan,NovaWireless,General Support,Call Center,39,medium,0.5771,584.1,low,477,0.0,0.0,0.4057,0.5818,35,1.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True,10.78,bandaid,True,36,36.81,2,0.21206,0.381708,75.636624,0.667152,0
CALL-0007282,0,,2025-07-11,Network Coverage,,gamed_metric,goodhart_burnout_bleed,C0004816,A0004816,REP00018,Dakota Stewart,NovaWireless,General Support,Call Center,37,low,0.6915,511.34,normal,475,0.0,0.0,0.6351,0.3553,32,1.0,0.0,0.0,False,False,False,False,False,False,True,True,False,True,False,False,0.0,none,True,5,22.23,1,0.297842,0.372302,92.280019,0.463032,1
CALL-0007283,1,CALL-0007282,2025-07-19,Promotion Inquiry,,gamed_metric,goodhart_burnout_bleed,C0004816,A0004816,REP00119,Logan Kim,NovaWireless,General Support,Call Center,30,medium,0.7884,535.51,normal,420,0.0,0.0,0.8364,0.4832,44,1.0,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,0.0,none,True,5,22.23,1,0.297842,0.372302,92.200019,0.463032,1
CALL-0007284,0,,2025-07-17,Device Issue,,clean,goodhart_burnout_bleed,C0006903,A0006903,REP00233,Zoe Lewis,NovaWireless,General Support,Call Center,38,medium,0.6978,586.31,normal,502,0.0,0.0,0.6493,0.5535,34,1.0,0.0,0.0,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,30,37.78,5,0.277441,0.277441,90.388436,0.278693,0
CALL-0007285,0,,2025-07-23,Account Inquiry,,clean,goodhart_burnout_bleed,C0003325,A0003325,REP00211,Joseph Martinez,NovaWireless,General Support,Call Center,33,medium,0.6867,512.79,low,424,0.0,0.0,0.6223,0.5428,28,1.0,0.0,0.0,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,31,47.63,1,0.241185,0.241185,73.796244,0.467735,1
CALL-0007286,0,,2025-07-18,Payment Arrangement,,clean,goodhart_burnout_bleed,C0003271,A0003271,REP00108,Victoria Alvarez,NovaWireless,General Support,Call Center,23,medium,0.6273,522.26,normal,496,0.0,0.0,0.5073,0.543,35,1.0,0.0,0.0,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,63,39.92,0,0.19057,0.19057,63.057075,0.711724,0
CALL-0007287,0,,2025-07-19,Payment Arrangement,,gamed_metric,goodhart_burnout_bleed,C0007535,A0007535,REP00161,Samuel King,NovaWireless,General Support,Call Center,31,low,0.6011,554.49,high,505,0.0,0.0,0.4388,0.4211,21,1.0,0.0,0.0,False,False,False,False,False,True,False,False,True,True,True,False,0.0,none,True,1,74.62,1,0.197265,0.246581,88.512219,0.302756,0
CALL-0007288,1,CALL-0007287,2025-07-24,Account Inquiry,,gamed_metric,goodhart_burnout_bleed,C0007535,A0007535,REP00162,Jessica Jenkins,NovaWireless,General Support,Call Center,31,low,0.6334,545.13,low,354,0.0,0.0,0.5206,0.4673,36,1.0,0.0,0.0,False,False,False,False,False,True,False,True,False,True,False,False,0.0,none,True,1,74.62,1,0.197265,0.246581,88.432219,0.302756,0
CALL-0007289,1,CALL-0007287,2025-07-10,Device Issue,,gamed_metric,goodhart_burnout_bleed,C0007535,A0007535,REP00179,Dylan Parker,NovaWireless,General Support,Call Center,35,medium,0.6909,560.23,normal,567,0.0,0.0,0.6346,0.4463,33,1.0,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,0.0,none,True,1,74.62,1,0.197265,0.246581,88.352219,0.302756,0
CALL-0007290,0,,2025-07-27,Promotion Inquiry,Loyalty upgrade not offered,loyalty_offer_missed,goodhart_burnout_bleed,C0002880,A0002880,REP00118,Caleb Gupta,NovaWireless,General Support,Call Center,24,medium,0.7832,511.63,high,648,0.0,0.0,0.8207,0.5472,29,1.0,0.0,0.0,False,False,True,False,False,False,False,True,False,False,False,True,15.59,bandaid,True,3,57.59,2,0.502979,0.905362,69.082955,0.451781,1
CALL-0007291,0,,2025-07-08,Device Issue,,clean,goodhart_burnout_bleed,C0000094,A0000094,REP00187,Natalie Davis,NovaWireless,General Support,Call Center,27,medium,0.6177,547.62,normal,630,0.0,0.0,0.4838,0.5223,31,1.0,0.0,0.0,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,19,29.19,2,0.289657,0.289657,95.839947,0.140605,0
CALL-0007292,0,,2025-07-14,Device Issue,Activation failed,activation_failed,goodhart_burnout_bleed,C0001391,A0001391,REP00018,Dakota Stewart,NovaWireless,General Support,Call Center,37,low,0.6915,511.34,normal,667,0.0,0.0,0.6358,0.3548,33,1.0,0.0,0.0,True,False,False,False,False,False,False,True,False,True,False,True,7.46,service_credit,True,52,51.96,3,0.499284,0.674033,52.857392000000004,0.265494,0
CALL-0007293,1,CALL-0007292,2025-07-02,Device Issue,Activation failed,activation_failed,goodhart_burnout_bleed,C0001391,A0001391,REP00003,Finn Foster,NovaWireless,General Support,Call Center,42,medium,0.6439,565.87,normal,991,0.0,0.0,0.5298,0.4732,23,1.0,0.0,0.0,False,False,False,False,False,False,False,False,True,True,False,True,9.96,service_credit,True,52,51.96,3,0.499284,0.674033,52.817392000000005,0.265494,0
CALL-0007294,0,,2025-07-25,Promotion Inquiry,Loyalty upgrade not offered,loyalty_offer_missed,goodhart_burnout_bleed,C0005951,A0005951,REP00087,Elijah Young,NovaWireless,General Support,Call Center,32,medium,0.6246,543.04,peak,630,0.0,0.0,0.4918,0.4741,25,1.0,0.0,0.0,False,False,False,False,False,False,False,True,False,True,False,True,17.86,bandaid,True,18,45.61,2,0.137492,0.247486,81.608149,0.974595,0
CALL-0007295,1,CALL-0007294,2025-07-18,Promotion Inquiry,Loyalty upgrade not offered,loyalty_offer_missed,goodhart_burnout_bleed,C0005951,A0005951,REP00216,Jace Lopez,NovaWireless,General Support,Call Center,29,medium,0.4757,537.11,high,593,0.0,0.0,0.2021,0.6169,36,1.0,0.0,0.0,False,False,False,False,False,True,False,False,False,True,False,True,13.32,bandaid,True,18,45.61,2,0.137492,0.247486,81.468149,0.974595,0
CALL-0007296,0,,2025-07-28,Promotion Inquiry,,clean,goodhart_burnout_bleed,C0004096,A0004096,REP00056,Eleanor Williams,NovaWireless,General Support,Call Center,18,medium,0.6338,574.29,high,791,0.0,0.0,0.5127,0.5926,27,1.0,0.0,0.0,False,False,False,False,False,False,True,True,False,False,False,True,10.0,courtesy,True,4,101.24,1,0.26056,0.26056,66.217405,0.611354,0
CALL-0007297,0,,2025-07-03,Device Issue,,gamed_metric,goodhart_burnout_bleed,C0004731,A0004731,REP00008,Mia Morales,NovaWireless,General Support,Call Center,36,high,0.6041,583.97,normal,427,0.0,0.0,0.4604,0.6259,35,1.0,0.0,0.0,False,False,False,False,False,True,False,True,False,False,False,False,0.0,none,True,8,83.68,4,0.217679,0.272099,59.865713,0.475456,0
CALL-0007298,0,,2025-07-06,Account Inquiry,,clean,goodhart_burnout_bleed,C0004786,A0004786,REP00152,Claire Parker,NovaWireless,General Support,Call Center,34,low,0.7233,534.73,low,427,0.0,0.0,0.695,0.5155,24,1.0,0.0,0.0,False,False,False,False,False,False,True,True,True,False,False,False,0.0,none,True,52,94.27,1,0.074275,0.074275,75.414395,0.979888,0
CALL-0007299,1,CALL-0007298,2025-07-17,Device Issue,,clean,goodhart_burnout_bleed,C0004786,A0004786,REP00192,Grace Richardson,NovaWireless,General Support,Call Center,40,low,0.7966,526.06,normal,400,0.0,0.0,0.8479,0.358,28,1.0,0.0,0.0,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,52,94.27,1,0.074275,0.074275,75.414395,0.979888,0
CALL-0007300,0,,2025-07-25,Network Coverage,,clean,goodhart_burnout_bleed,C0004526,A0004526,REP00137,Jeremiah Edwards,NovaWireless,General Support,Call Center,32,medium,0.6643,538.24,low,369,0.0,0.0,0.5847,0.4287,38,1.0,0.0,0.0,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,31,67.57,1,0.065428,0.065428,65.940436,0.21993,0
CALL-0007301,0,,2025-07-27,International/Roaming,,unresolvable_clean,goodhart_burnout_bleed,C0006237,A0006237,REP00112,Tristan Scott,NovaWireless,General Support,Call Center,28,low,0.5807,480.9,normal,670,0.0,0.0,0.4106,0.3871,33,1.0,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,True,20.22,service_credit,True,22,47.54,3,0.209368,0.293115,74.67125200000001,0.846588,0
CALL-0007302,1,CALL-0007301,2025-07-03,Billing Dispute,,unresolvable_clean,goodhart_burnout_bleed,C0006237,A0006237,REP00142,Mila Gray,NovaWireless,General Support,Call Center,29,medium,0.5762,605.65,peak,877,0.0,0.0,0.3991,0.5823,31,1.0,0.0,0.0,False,False,False,False,False,False,False,True,False,True,False,True,22.22,service_credit,True,22,47.54,3,0.209368,0.293115,74.62125200000001,0.846588,0
CALL-0007303,0,,2025-07-05,Billing Dispute,,gamed_metric,goodhart_burnout_bleed,C0001360,A0001360,REP00043,Ella Turner,NovaWireless,General Support,Call Center,39,low,0.6708,511.0,low,403,0.0,0.0,0.5921,0.3434,31,1.0,0.0,0.0,False,False,False,False,False,True,True,True,False,True,False,False,0.0,none,True,1,22.98,2,0.250541,0.313176,39.33551,0.623773,0
CALL-0007304,1,CALL-0007303,2025-07-21,Promotion Inquiry,,gamed_metric,goodhart_burnout_bleed,C0001360,A0001360,REP00246,Ella Walker,NovaWireless,General Support,Call Center,29,medium,0.5271,557.29,normal,567,0.0,0.0,0.31,0.4749,39,1.0,0.0,0.0,False,False,False,False,False,True,False,True,True,False,False,False,0.0,none,True,1,22.98,2,0.250541,0.313176,39.25551,0.623773,0
CALL-0007305,0,,2025-07-20,Promotion Inquiry,,clean,goodhart_burnout_bleed,C0007048,A0007048,REP00186,Madison Peterson,NovaWireless,General Support,Call Center,20,medium,0.6563,594.52,low,615,0.0,0.0,0.5608,0.6301,29,1.0,0.0,0.0,False,False,False,False,False,False,True,True,False,False,False,True,10.0,courtesy,True,10,63.97,4,0.098996,0.098996,93.812898,0.727108,0
CALL-0007306,0,,2025-07-01,Device Issue,Device activation,activation_clean,goodhart_burnout_bleed,C0009144,A0009144,REP00140,Mateo Jones,NovaWireless,General Support,Call Center,23,medium,0.6589,491.24,peak,694,0.0,0.0,0.5678,0.4538,31,1.0,0.0,0.0,False,False,False,False,False,False,True,True,False,False,True,False,0.0,none,True,33,59.62,2,0.204069,0.183662,64.46970999999999,0.638299,0
CALL-0007307,0,,2025-07-12,Promotion Inquiry,Loyalty upgrade not offered,loyalty_offer_missed,goodhart_burnout_bleed,C0005141,A0005141,REP00073,Andre Walker,NovaWireless,General Support,Call Center,24,medium,0.5324,592.8,low,477,0.0,0.0,0.3193,0.4971,38,1.0,0.0,0.0,False,False,False,False,False,False,True,True,False,True,False,True,19.5,bandaid,True,30,45.74,1,0.413584,0.744451,66.132392,0.151459,0
CALL-0007308,1,CALL-0007307,2025-07-13,Promotion Inquiry,Loyalty upgrade not offered,loyalty_offer_missed,goodhart_burnout_bleed,C0005141,A0005141,REP00003,Finn Foster,NovaWireless,General Support,Call Center,42,medium,0.6439,565.87,high,592,0.0,0.0,0.5307,0.4727,24,1.0,0.0,0.0,False,False,False,False,False,True,False,True,False,True,False,True,18.7,bandaid,True,30,45.74,1,0.413584,0.744451,65.992392,0.151459,0
CALL-0007309,0,,2025-07-26,Network Coverage,,clean,goodhart_burnout_bleed,C0005753,A0005753,REP00241,James Lewis,NovaWireless,General Support,Call Center,36,high,0.6113,613.76,high,631,0.0,0.0,0.4622,0.4616,23,1.0,0.0,0.0,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,41,76.69,2,0.262904,0.262904,64.736034,0.460619,1
CALL-0007310,0,,2025-07-17,Promotion Inquiry,Loyalty upgrade not offered,loyalty_offer_missed,goodhart_burnout_bleed,C0003672,A0003672,REP00147,Isabella Flores,NovaWireless,General Support,Call Center,32,medium,0.6078,550.59,normal,539,0.0,0.0,0.4603,0.5052,28,1.0,0.0,0.0,False,False,False,False,False,True,False,True,False,True,False,True,17.08,bandaid,True,35,37.7,1,0.309451,0.557012,62.859745,0.463275,1
CALL-0007311,1,CALL-0007310,2025-07-04,Promotion Inquiry,Loyalty upgrade not offered,loyalty_offer_missed,goodhart_burnout_bleed,C0003672,A0003672,REP00246,Ella Walker,NovaWireless,General Support,Call Center,29,medium,0.5271,557.29,normal,637,0.0,0.0,0.3114,0.4744,40,1.0,0.0,0.0,False,False,False,False,False,True,False,True,True,False,False,True,19.94,bandaid,True,35,37.7,1,0.309451,0.557012,62.719744999999996,0.463275,1
CALL-0007312,0,,2025-07-14,Promotion Inquiry,,clean,goodhart_burnout_bleed,C0001690,A0001690,REP00028,Gavin Thomas,NovaWireless,General Support,Call Center,23,medium,0.7037,563.42,normal,559,0.0,0.0,0.6599,0.6194,32,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,True,10.0,courtesy,True,19,74.41,4,0.14229,0.14229,70.01582400000001,0.743845,0
CALL-0007313,0,,2025-07-09,Device Issue,Device activation,activation_clean,goodhart_burnout_bleed,C0008527,A0008527,REP00077,Makayla Williams,NovaWireless,General Support,Call Center,30,low,0.5697,522.86,normal,583,0.0,0.0,0.3821,0.4697,28,1.0,0.0,0.0,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,37,20.41,1,0.31164,0.280476,71.627379,0.179421,0
CALL-0007314,0,,2025-07-14,Promotion Inquiry,,clean,goodhart_burnout_bleed,C0009860,A0009860,REP00166,Elijah Rodriguez,NovaWireless,General Support,Call Center,27,medium,0.5968,524.74,normal,464,0.0,0.0,0.4378,0.5038,28,1.0,0.0,0.0,False,False,False,False,False,False,True,True,False,False,False,True,10.0,courtesy,True,15,59.45,2,0.371128,0.371128,53.809343,0.470122,1
CALL-0007315,0,,2025-07-20,Billing Dispute,,clean,goodhart_burnout_bleed,C0009720,A0009720,REP00118,Caleb Gupta,NovaWireless,General Support,Call Center,24,medium,0.7832,511.63,normal,560,0.0,0.0,0.8211,0.5467,30,1.0,0.0,0.0,False,False,False,False,False,False,True,True,False,False,False,True,14.1,courtesy,True,3,62.72,1,0.319074,0.319074,68.016976,0.640867,0
CALL-0007316,0,,2025-07-27,Network Coverage,,gamed_metric,goodhart_burnout_bleed,C0008296,A0008296,REP00007,Diego Watson,NovaWireless,General Support,Call Center,26,low,0.6231,575.73,low,393,0.0,0.0,0.4835,0.3452,20,1.0,0.0,0.0,False,False,False,False,False,True,False,False,True,True,False,False,0.0,none,True,23,99.36,1,0.162521,0.203151,79.76696,0.799301,0
CALL-0007317,1,CALL-0007316,2025-07-07,Network Coverage,,gamed_metric,goodhart_burnout_bleed,C0008296,A0008296,REP00014,Ashley Rogers,NovaWireless,General Support,Call Center,48,low,0.607,491.39,normal,360,0.0,0.0,0.4565,0.4069,26,1.0,0.0,0.0,False,False,False,False,False,True,False,True,False,True,False,False,0.0,none,True,23,99.36,1,0.162521,0.203151,79.68696,0.799301,0
CALL-0007318,1,CALL-0007316,2025-07-22,Billing Dispute,,gamed_metric,goodhart_burnout_bleed,C0008296,A0008296,REP00007,Diego Watson,NovaWireless,General Support,Call Center,26,low,0.6231,575.73,low,494,0.0,0.0,0.4846,0.3447,21,1.0,0.0,0.0,True,False,False,False,False,False,False,True,True,True,False,False,0.0,none,True,23,99.36,1,0.162521,0.203151,79.60696,0.799301,0
CALL-0007319,0,,2025-07-30,Billing Dispute,,unresolvable_clean,goodhart_burnout_bleed,C0005963,A0005963,REP00179,Dylan Parker,NovaWireless,General Support,Call Center,35,medium,0.6909,560.23,normal,689,0.0,0.0,0.6353,0.4458,34,1.0,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,True,21.77,service_credit,True,19,100.33,1,0.247999,0.347199,55.382055,0.433373,1
CALL-0007320,1,CALL-0007319,2025-07-20,Promotion Inquiry,,unresolvable_clean,goodhart_burnout_bleed,C0005963,A0005963,REP00003,Finn Foster,NovaWireless,General Support,Call Center,42,medium,0.6439,565.87,normal,630,0.0,0.0,0.5316,0.4722,25,1.0,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,True,20.96,service_credit,True,19,100.33,1,0.247999,0.347199,55.332055000000004,0.433373,1
CALL-0007321,0,,2025-07-06,Device Issue,Device activation,activation_clean,goodhart_burnout_bleed,C0004564,A0004564,REP00197,Jason Taylor,NovaWireless,General Support,Call Center,32,medium,0.6313,527.34,normal,743,0.0,0.0,0.5115,0.4817,31,1.0,0.0,0.0,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,45,81.02,2,0.36621,0.329589,69.317858,0.238274,0
CALL-0007322,0,,2025-07-15,Promotion Inquiry,,clean,goodhart_burnout_bleed,C0009897,A0009897,REP00009,Amir White,NovaWireless,General Support,Call Center,32,low,0.7283,497.9,normal,409,0.0,0.0,0.7071,0.3229,27,1.0,0.0,0.0,False,False,False,False,False,False,True,True,False,False,False,True,10.0,courtesy,True,32,74.18,1,0.349198,0.349198,55.245469,0.739534,0
CALL-0007323,0,,2025-07-24,Promotion Inquiry,,clean,goodhart_burnout_bleed,C0004849,A0004849,REP00213,Christian Ross,NovaWireless,General Support,Call Center,33,low,0.6533,554.01,normal,479,0.0,0.0,0.5546,0.3857,29,1.0,0.0,0.0,False,False,False,False,False,False,True,True,False,True,False,False,0.0,none,True,2,104.27,0,0.323562,0.323562,46.490591,0.597602,0
CALL-0007324,1,CALL-0007323,2025-07-10,Network Coverage,,clean,goodhart_burnout_bleed,C0004849,A0004849,REP00193,Ella White,NovaWireless,General Support,Call Center,13,medium,0.7144,549.63,normal,532,0.0,0.0,0.6785,0.4928,27,1.0,0.0,0.0,False,False,False,False,False,False,True,True,False,True,False,False,0.0,none,True,2,104.27,0,0.323562,0.323562,46.490591,0.597602,0
CALL-0007325,0,,2025-07-05,Device Issue,,clean,goodhart_burnout_bleed,C0004511,A0004511,REP00164,Hazel Howard,NovaWireless,General Support,Call Center,31,medium,0.7065,561.62,low,499,0.0,0.0,0.6596,0.474,23,1.0,0.0,0.0,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,35,79.24,1,0.366867,0.366867,63.416043,0.859593,0
CALL-0007326,0,,2025-07-11,Promotion Inquiry,Loyalty upgrade not offered,loyalty_offer_missed,goodhart_burnout_bleed,C0003324,A0003324,REP00243,Christian Parker,NovaWireless,General Support,Call Center,38,high,0.6101,582.98,low,470,0.0,0.0,0.4683,0.6538,31,1.0,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,True,14.61,bandaid,True,47,69.74,3,0.408212,0.734782,76.093628,0.226108,1
CALL-0007327,1,CALL-0007326,2025-07-15,Promotion Inquiry,Loyalty upgrade not offered,loyalty_offer_missed,goodhart_burnout_bleed,C0003324,A0003324,REP00065,Grace Edwards,NovaWireless,General Support,Call Center,23,medium,0.7535,513.65,normal,530,0.0,0.0,0.757,0.5024,23,1.0,0.0,0.0,False,False,False,False,False,False,False,True,False,False,True,True,10.76,bandaid,True,47,69.74,3,0.408212,0.734782,75.953628,0.226108,1
CALL-0007328,0,,2025-07-18,Network Coverage,,unresolvable_clean,goodhart_burnout_bleed,C0006579,A0006579,REP00004,Hazel Robinson,NovaWireless,General Support,Call Center,26,low,0.593,556.15,normal,799,0.0,0.0,0.43,0.4127,28,1.0,0.0,0.0,False,False,False,False,False,False,False,True,True,False,False,True,21.43,service_credit,True,65,82.78,1,0.082256,0.115158,64.907032,0.245149,0
CALL-0007329,1,CALL-0007328,2025-07-19,Promotion Inquiry,,unresolvable_clean,goodhart_burnout_bleed,C0006579,A0006579,REP00126,Nicholas Walker,NovaWireless,General Support,Call Center,38,low,0.6342,542.82,low,701,0.0,0.0,0.5116,0.3218,25,1.0,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,True,23.62,service_credit,True,65,82.78,1,0.082256,0.115158,64.857032,0.245149,0
CALL-0007330,0,,2025-07-01,Device Issue,Device activation,activation_clean,goodhart_burnout_bleed,C0005146,A0005146,REP00191,Andre Allen,NovaWireless,General Support,Call Center,39,low,0.6715,510.87,high,733,0.0,0.0,0.5944,0.4691,32,1.0,0.0,0.0,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,37,55.98,4,0.118661,0.106795,75.596938,0.91818,0
CALL-0007331,0,,2025-07-29,Network Coverage,,clean,goodhart_burnout_bleed,C0008567,A0008567,REP00037,Clara Harris,NovaWireless,General Support,Call Center,41,medium,0.6214,529.46,normal,459,0.0,0.0,0.4964,0.5183,36,1.0,0.0,0.0,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,55,83.47,1,0.306555,0.306555,43.894884,0.653585,0
CALL-0007332,0,,2025-07-16,Promotion Inquiry,Loyalty upgrade not offered,loyalty_offer_missed,goodhart_burnout_bleed,C0002459,A0002459,REP00208,Faith Murphy,NovaWireless,General Support,Call Center,43,medium,0.5872,555.29,normal,518,0.0,0.0,0.425,0.5348,34,1.0,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,True,19.42,bandaid,True,9,30.59,3,0.2621,0.47178,77.513231,0.401131,0
CALL-0007333,0,,2025-07-09,Device Issue,,clean,goodhart_burnout_bleed,C0001522,A0001522,REP00158,James Ross,NovaWireless,General Support,Call Center,22,low,0.7179,524.18,normal,547,0.0,0.0,0.6882,0.4136,31,1.0,0.0,0.0,False,False,False,False,False,False,True,True,False,False,True,False,0.0,none,True,12,107.35,2,0.430304,0.430304,73.110531,0.395239,0
CALL-0007334,0,,2025-07-28,Device Issue,,unresolvable_clean,goodhart_burnout_bleed,C0004424,A0004424,REP00171,Anita Shah,NovaWireless,General Support,Call Center,40,medium,0.5934,553.97,high,821,0.0,0.0,0.4262,0.4229,24,1.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True,22.62,service_credit,True,11,76.34,4,0.246714,0.3454,76.126417,0.467944,1
CALL-0007335,0,,2025-07-02,Billing Dispute,,gamed_metric,goodhart_burnout_bleed,C0000498,A0000498,REP00182,Quinn Wong,NovaWireless,General Support,Call Center,27,medium,0.5379,633.38,normal,625,0.0,0.0,0.3209,0.5621,31,1.0,0.0,0.0,False,False,False,False,False,True,False,True,False,False,True,False,0.0,none,True,32,95.58,2,0.249594,0.311993,66.287587,0.376639,0
CALL-0007336,0,,2025-07-29,Account Inquiry,,clean,goodhart_burnout_bleed,C0001290,A0001290,REP00098,Alexander Davis,NovaWireless,General Support,Call Center,27,medium,0.6826,519.06,normal,543,0.0,0.0,0.6177,0.5248,33,1.0,0.0,0.0,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,26,78.35,3,0.221369,0.221369,59.94268,0.586681,1
CALL-0007337,0,,2025-07-23,Device Issue,Activation failed,activation_failed,goodhart_burnout_bleed,C0006743,A0006743,REP00188,Diego Lee,NovaWireless,General Support,Call Center,31,medium,0.6631,532.88,peak,893,0.0,0.0,0.5756,0.4415,30,1.0,0.0,0.0,True,False,False,False,False,False,False,False,True,True,True,True,8.56,service_credit,True,10,34.87,1,0.101899,0.137564,70.488343,0.090925,0
